station_id,lat,lon,state,name
USW00063895,34.4536,-87.7103,AL,RUSSELLVILLE 4 SSE
USW00063896,34.6942,-85.9997,AL,SCOTTSBORO 2 NE
USW00063897,32.3350,-86.9786,AL,SELMA 6 SSE
USW00063898,38.8883,-86.5708,IN,BEDFORD 5 WNW
USW00063899,31.1450,-87.0517,AL,BREWTON 3 NNE
USW00063904,30.5725,-97.4431,TX,TAYLOR MUNI AP
USW00064705,40.7769,-79.9497,PA,BUTLER CO AP
USW00064707,41.4833,-73.1333,CT,OXFORD WATERBURY
USW00064709,43.3936,-70.7078,ME,SANFORD RGNL AP
USW00064710,41.9206,-71.4911,RI,NORTH CENTRAL STATE AP
USW00064756,41.7858,-73.7422,NY,MILLBROOK 3 W
USW00064758,42.4400,-76.2461,NY,ITHACA 13 E
USW00064775,43.2242,-75.3956,NY,ROME GRIFFISS AIRFIELD
USW00064776,44.6392,-73.4631,NY,PLATTSBURGH INTL AP
USW00073801,33.2125,-87.5914,AL,NORTHPORT 2 S
USW00073802,31.9156,-86.3114,AL,HIGHLAND HOME 2 S
USW00073803,33.5722,-86.0572,AL,TALLADEGA 10 NNE
USW00073805,30.3486,-85.7883,FL,NW FLORIDA BEACHES INTL AP
USW00092805,26.2464,-80.1111,FL,POMPANO BEACH AIRPARK
USW00092806,27.7683,-82.6256,FL,ST PETERSBURG ALBERT WHITTED A
USW00092809,25.9994,-80.2411,FL,HOLLYWOOD N PERRY AP
USW00092814,29.9592,-81.3397,FL,ST AUGUSTINE AP
USW00092821,28.6158,-80.6928,FL,TITUSVILLE 7 E
USW00092826,25.8997,-81.3183,FL,EVERGLADES CITY 5 NE
USW00092827,27.1525,-81.3689,FL,SEBRING 23 SSE
USW00093005,37.1431,-107.7603,CO,DURANGO LA PLATA CO AP
USW00093009,39.2281,-106.3164,CO,LEADVILLE LAKE CO AP
USW00093010,39.2733,-103.6675,CO,LIMON
USW00093013,38.5053,-107.8981,CO,MONTROSE RGNL AP
USW00093026,31.4583,-109.6067,AZ,DOUGLAS (BISBEE) INTL AP
USW00093027,34.5183,-109.3800,AZ,ST JOHNS IND AIR PK
USW00093033,32.3336,-104.2583,NM,CAVERN CITY AP
USW00093037,38.8094,-104.6886,CO,COLORADO SPRINGS MUNI AP
USW00093041,32.2833,-106.9167,NM,LAS CRUCES MUNI AP
USW00093042,36.0253,-102.5489,TX,DALHART FAA AP
USW00093044,35.0706,-108.8389,NM,ZUNI
USW00093045,33.2369,-107.2686,NM,TRUTH OR CONSEQUENCES MUNI AP
USW00093058,38.2886,-104.5058,CO,PUEBLO MEM AP
USW00093063,32.6333,-108.1667,NM,SILVER CITY CO AP
USW00093065,38.9667,-104.8167,CO,COLORADO SPRINGS USAF ACADEMY
USW00093067,39.5600,-104.8483,CO,DENVER CENTENNIAL AP
USW00093069,37.3069,-108.6264,CO,CORTEZ MONTEZUMA CO AP
USW00093073,39.2300,-106.8706,CO,ASPEN PITKIN CO AP SARDY FLD
USW00093075,38.7500,-109.7628,UT,MOAB CANYONLAND AP
USW00093084,32.8567,-109.6361,AZ,SAFFORD MUNI AP
USW00093097,32.8397,-105.9906,NM,ALAMOGORDO RGNL AP
USW00093104,35.6864,-117.6908,CA,CHINA LAKE NAF
USW00093110,34.2000,-119.2042,CA,OXNARD VENTURA CO AP
USW00093111,34.1242,-119.1228,CA,PT MUGU NF
USW00093112,32.6922,-117.2097,CA,N IS NAS
USW00093115,32.5681,-117.1172,CA,IMPERIAL BEACH REAM FLD NAS
USW00093129,37.7067,-113.0969,UT,CEDAR CITY AP
USW00093134,34.0236,-118.2911,CA,LOS ANGELES DOWNTOWN/USC
USW00093138,33.8222,-116.5044,CA,PALM SPRINGS ASOS
USW00093139,34.2325,-111.3447,AZ,PAYSON
USW00093141,39.6089,-110.7556,UT,PRICE CARBON CO AP
USW00093167,35.2575,-113.9342,AZ,KINGMAN AP
USW00093184,33.6797,-117.8675,CA,SANTA ANA JOHN WAYNE AP
USW00093193,36.7800,-119.7203,CA,FRESNO YOSEMITE INTL
USW00093197,34.0211,-118.4472,CA,SANTA MONICA MUNI AP
USW00093205,39.1019,-121.5689,CA,MARYSVILLE AP (ASOS)
USW00093206,35.2381,-120.6442,CA,SAN LUIS OBISPO MCCHESNEY FLD
USW00093209,35.6694,-120.6292,CA,PASO ROBLES MUNI AP
USW00093210,39.4942,-121.6222,CA,OROVILLE MUNI AP
USW00093225,38.7006,-121.5947,CA,SACRAMENTO METRO AP
USW00093227,38.2075,-122.2803,CA,NAPA CO AP
USW00093228,37.6589,-122.1211,CA,HAYWARD AIR TERMINAL
USW00093230,38.8983,-119.9961,CA,S LAKE TAHOE AP
USW00093241,38.3775,-121.9586,CA,VACAVILLE/NUT TREE AP ASOS
USW00093242,36.9850,-120.1106,CA,MADERA MUNI AP
USW00093243,37.2381,-120.8825,CA,MERCED 23 WSW
USW00093245,38.3208,-123.0747,CA,BODEGA 6 WSW
USW00093706,39.7061,-77.7303,MD,HAGERSTOWN RGNL AP
USW00093718,33.8161,-78.7206,SC,N MYRTLE BEACH
USW00093719,35.0683,-77.0478,NC,NEW BERN - ASOS
USW00093720,38.3408,-75.5133,MD,SALISBURY-WICOMICO RGNL AP
USW00093721,39.1733,-76.6842,MD,BALTIMORE-WASHINGTON INTL AP
USW00093727,34.7083,-77.4397,NC,NEW RVR MCAF
USW00093729,35.2325,-75.6222,NC,CAPE HATTERAS - BILLY MITCHELL
USW00093730,39.4519,-74.5669,NJ,ATLANTIC CITY INTL AP
USW00093736,38.1375,-78.4550,VA,CHARLOTTESVILLE ALBEMARLE AP
USW00093738,38.9347,-77.4472,VA,WASHINGTON DULLES INTL AP
USW00093739,37.9372,-75.4661,VA,WALLOPS IS NASA TEST FACILITY
USW00093740,34.9894,-78.8800,NC,FAYETTEVILLE RGNL AP GRANNIS F
USW00093741,37.1322,-76.4939,VA,NEWPORT NEWS INTL AP
USW00093759,35.8503,-77.8950,NC,ROCKY MT WILSON AP
USW00093765,34.7325,-76.6567,NC,BEAUFORT - ASOS
USW00093773,36.9842,-77.0072,VA,NORFOLK RICH
USW00093775,37.7092,-77.4347,VA,ASHLAND HANOVER CO MUNI AP
USW00093778,39.9194,-76.8769,PA,YORK AP
USW00093780,39.9408,-74.8408,NJ,S JERSEY RGNL AP
USW00093782,34.7914,-79.3683,NC,LAURINBURG MAXTON AP
USW00093783,36.0475,-79.4739,NC,BURLINGTON ALAMANCE RGNL AP
USW00093784,39.2814,-76.6111,MD,MARYLAND SCI CTR
USW00093786,38.3092,-75.1233,MD,OCEAN CITY MUNI AP
USW00093801,34.3483,-85.1617,GA,ROME R B RUSSELL AP
USW00093805,30.3975,-84.3289,FL,TALLAHASSEE
USW00093806,33.2122,-87.6156,AL,TUSCALOOSA AP ASOS
USW00093807,36.1333,-80.2244,NC,WINSTON SALEM REYNOLDS AP
USW00093808,36.9647,-86.4239,KY,BOWLING GREEN WARREN CO AP
USW00093810,37.7833,-89.2453,IL,CARBONDALE STHRN ILLINOIS AP
USW00093812,39.1061,-84.4161,OH,CINCINNATI MUNI AP LUNKEN FLD
USW00093814,39.0444,-84.6725,KY,CINCINNATI/NORTHERN KENTUCKY I
USW00093815,39.9064,-84.2186,OH,DAYTON INTL AP
USW00093817,38.0503,-87.5147,IN,EVANSVILLE RGNL AP
USW00093819,39.7075,-86.2803,IN,INDIANAPOLIS
USW00093820,38.0339,-84.6114,KY,LEXINGTON BLUEGRASS AP
USW00093821,38.1775,-85.7308,KY,LOUISVILLE INTL AP
USW00093822,39.8453,-89.6839,IL,SPRINGFIELD ABRAHAM LINCOLN CA
USW00093823,39.4500,-87.3000,IN,TERRE HAUTE CAA AP
USW00093824,39.9461,-81.8931,OH,ZANESVILLE MUNI AP
USW00093831,32.4833,-80.7167,SC,BEAUFORT MCAS
USW00093837,30.2333,-81.6667,FL,JACKSONVILLE NAS
USW00093841,30.7167,-87.0167,FL,WHITING FLD NAS
USW00093842,32.5164,-84.9422,GA,COLUMBUS METRO AP
USW00093845,30.7764,-83.2739,GA,VALDOSTA RGNL AP
USW00093846,34.4981,-82.7092,SC,ANDERSON FAA AP
USW00093862,34.2622,-88.7714,MS,TUPELO RGNL AP
USW00093874,30.4122,-89.0808,MS,GULFPORT - BILOXI AP
USW00093904,32.8167,-97.3500,TX,FT WORTH MEACHAM FLD NAAF
USW00093909,38.8222,-94.8903,KS,OLATHE JOHNSON CO IND AP
USW00093915,31.3347,-92.5586,LA,ALEXANDRIA INTL AP
USW00093919,31.1822,-90.4719,MS,MCCOMB AP
USW00093929,33.6514,-97.1969,TX,GAINESVILLE MUNI AP
USW00093937,33.1667,-95.6167,TX,SULPHUR SPRINGS MUNI AP
USW00093947,30.2433,-98.9097,TX,FREDERICKSBURG GILLESPIE CO AP
USW00093950,34.8825,-95.7817,OK,MCALESTER RGNL AP
USW00093953,35.6578,-95.3658,OK,MUSKOGEE DAVIS FLD
USW00093955,33.6333,-95.4500,TX,PARIS
USW00093967,37.0911,-95.5725,KS,COFFEYVILLE MUNI AP
USW00093981,37.2000,-93.3000,MO,SPRINGFIELD WBO
USW00093983,31.7797,-95.7064,TX,PALESTINE MUNI AP
USW00093984,31.1500,-97.4167,TX,TEMPLE DRAUGHTON MIL
USW00093985,32.7817,-98.0603,TX,MINERAL WELLS AP
USW00093986,34.9892,-99.0528,OK,HOBART MUNI AP
USW00093987,31.2358,-94.7547,TX,LUFKIN ANGELINA CO AP
USW00093988,34.1797,-91.9344,AR,PINE BLUFF GRIDER FLD
USW00093989,39.9372,-91.1967,IL,QUINCY RGNL AP
USW00093990,39.3742,-99.8300,KS,HILL CITY MUNI AP
USW00093991,36.1253,-90.9244,AR,WALNUT RIDGE MUNI AP
USW00093992,33.2208,-92.8142,AR,EL DORADO GOODWIN FLD
USW00093993,36.0103,-94.1683,AR,FAYETTEVILLE DRAKE FLD
USW00093996,37.7667,-90.4000,MO,FARMINGTON FAA AP
USW00093997,38.8725,-98.8092,KS,RUSSELL MUNI AP
USW00094008,48.2064,-106.6247,MT,GLASGOW
USW00094010,48.4089,-106.5144,MT,ST MARIE
USW00094012,48.5425,-109.7644,MT,HAVRE AP ASOS
USW00094017,48.0942,-105.5783,MT,WOLF PT INTL AP
USW00094023,44.3397,-105.5417,WY,GILLETTE CAMPBELL CO AP
USW00094025,40.4811,-107.2175,CO,HAYDEN YAMPA VALLEY AP
USW00094028,47.7167,-104.1833,MT,SIDNEY RICHLAND MUNI AP
USW00094030,40.4431,-109.5128,UT,VERNAL MUNI AP
USW00094032,43.7331,-103.6150,SD,CUSTER CO AP
USW00094035,40.4500,-105.0167,CO,FT COLLINS LOVELAND AP
USW00094037,45.6042,-103.5469,SD,BUFFALO (ASOS)
USW00094038,46.0108,-102.6517,ND,HETTINGER MUNI AP
USW00094039,43.0261,-102.5200,SD,PINE RIDGE AP
USW00094040,40.2039,-100.5903,NE,MCCOOK MUNI AP
USW00094041,47.6461,-101.4406,ND,GARRISON
USW00094050,40.0444,-107.8883,CO,MEEKER AP
USW00094051,47.3258,-106.9486,MT,JORDAN AP
USW00094052,45.5494,-100.4086,SD,MOBRIDGE MUNI AP
USW00094053,42.0614,-104.1583,WY,TORRINGTON MUNI AP
USW00094054,44.3811,-106.7194,WY,BUFFALO JOHNSON CO AP
USW00094055,46.3519,-104.2614,MT,BAKER MUNI AP
USW00094056,45.0325,-102.0200,SD,FAITH MUNI AP
USW00094057,42.7961,-105.3806,WY,CONVERSE CO AP ASOS
USW00094059,48.4886,-105.2097,MT,WOLF POINT 34 NE
USW00094060,48.3083,-105.1017,MT,WOLF POINT 29 ENE
USW00094074,40.8067,-104.7553,CO,NUNN 7 NNE
USW00094075,40.0353,-105.5408,CO,BOULDER 14 W
USW00094076,40.0536,-106.3689,CO,KREMMLING MCELROY AIRFLD
USW00094077,42.4247,-103.7364,NE,HARRISON 20 SSE
USW00094078,42.6753,-108.6686,WY,LANDER 11 SSE
USW00094079,42.0681,-101.4450,NE,WHITMAN 5 ENE
USW00094080,46.8947,-103.3769,ND,MEDORA 7 E
USW00094081,45.5161,-103.3017,SD,BUFFALO 13 ESE
USW00094082,40.2447,-108.9678,CO,DINOSAUR 2 E
USW00094084,48.9675,-102.1703,ND,NORTHGATE 5 ESE
USW00094085,44.0194,-100.3531,SD,PIERRE 24 S
USW00094088,44.5169,-104.4364,WY,SUNDANCE 8 NNW
USW00094107,42.5903,-117.8644,OR,ROME STATE AP
USW00094119,47.9742,-117.4292,WA,DEER PARK AP
USW00094128,41.7864,-111.8519,UT,LOGAN CACHE AP
USW00094129,46.7439,-117.1158,WA,PULLMAN MOSCOW RGNL AP
USW00094143,43.5317,-112.9422,ID,IDAHO FALLS 46 W
USW00094173,44.5447,-110.4219,WY,YELLOWSTONE LAKE
USW00094176,47.6858,-117.3214,WA,SPOKANE FELTS FLD
USW00094178,42.4786,-114.4775,ID,TWIN FALLS SUN VALLEY RGNL AP
USW00094182,44.8942,-116.0997,ID,MCCALL AP
USW00094185,43.5947,-118.9578,OR,BURNS MUNI AP
USW00094194,43.8322,-111.8075,ID,REXBURG MADISON CO AP
USW00094197,48.4611,-119.5208,WA,OMAK
USW00094224,46.1569,-123.8833,OR,ASTORIA AP (PORT OF)
USW00094225,46.9728,-123.9308,WA,HOQUIAM BOWERMAN AP
USW00094227,47.2383,-123.1414,WA,SHELTON AP
USW00094236,42.1469,-121.7256,OR,KLAMATH FALLS INTL AP
USW00094239,47.3975,-120.2011,WA,WENATCHEE PANGBORN MEM AP
USW00094240,47.9369,-124.5575,WA,QUILLAYUTE AP
USW00094248,47.4950,-122.2144,WA,RENTON MUNI AP
USW00094261,45.5475,-122.9558,OR,PORTLAND-HILLSBORO AP
USW00094263,47.4833,-122.7667,WA,BREMERTON
USW00094266,48.1219,-123.5067,WA,PORT ANGELES FAIRCHILD INTL AP
USW00094273,45.1958,-123.1339,OR,MCMINNVILLE MUNI AP
USW00094274,47.2675,-122.5761,WA,TACOMA NARROWS AP
USW00094276,48.5200,-123.0264,WA,FRIDAY HARBOR AP
USW00094281,45.2467,-122.7708,OR,AURORA STATE AP
USW00094285,42.1667,-120.4000,OR,LAKEVIEW LAKE CO AP
USW00094290,47.6872,-122.2553,WA,SEATTLE SAND PT WFO
USW00094298,45.6211,-122.6542,WA,VANCOUVER PEARSON AP
USW00094299,41.4836,-120.5614,CA,ALTURAS MUNI AP
USW00094623,43.9639,-69.7114,ME,WISCASSET AP
USW00094624,41.6878,-69.9930,MA,CHATHAM MUNI AP
USW00094626,45.4619,-69.5956,ME,GREENVILLE MAINE FORESTRY SVC
USW00094644,44.9281,-68.7006,ME,OLD TOWN 2 W
USW00094645,46.9600,-67.8833,ME,LIMESTONE 4 NNW
USW00094700,44.5761,-71.1783,NH,BERLIN MUNI AP
USW00094702,41.1642,-73.1267,CT,IGOR I SIKORSKY MEM AP
USW00094704,42.5697,-77.7142,NY,DANSVILLE MUNI AP
USW00094705,44.2050,-72.5656,VT,MONTPELIER AP
USW00094720,41.6719,-70.2697,MA,HYANNIS BARNSTABLE MUNI AP
USW00094723,42.7125,-71.1256,MA,LAWRENCE MUNI AP
USW00094724,41.3931,-70.6158,MA,VINEYARD HAVEN MARTHAS VINEYAR
USW00094725,44.9333,-74.8483,NY,MASSENA INTL AP
USW00094726,41.6792,-70.9592,MA,NEW BEDFORD MUNI AP
USW00094728,40.7789,-73.9692,NY,NY CITY CNTRL PARK
USW00094732,40.0789,-75.0133,PA,NE PHILA AP
USW00094737,43.5333,-72.9500,VT,RUTLAND STATE AP
USW00094740,44.3928,-74.2028,NY,SARANAC LK ADIRONDACK RGNL AP
USW00094741,40.8589,-74.0561,NJ,TETERBORO AP
USW00094745,41.0622,-73.7044,NY,WESTCHESTER CO AP
USW00094746,42.2706,-71.8731,MA,WORCESTER
USW00094765,43.6269,-72.3053,NH,LEBANON MUNI AP
USW00094789,40.6392,-73.7639,NY,JFK INTL AP
USW00094790,43.9886,-76.0261,NY,WATERTOWN AP
USW00094793,41.1667,-71.5833,RI,BLOCK ISLAND STATE AP
USW00094814,44.3592,-84.6739,MI,HOUGHTON LAKE ROSCOMMON CO AP
USW00094815,42.2283,-85.5461,MI,KALAMAZOO BATTLE CREEK INTL AP
USW00094817,42.6631,-83.4103,MI,PONTIAC OAKLAND CO INTL AP
USW00094818,42.7586,-87.8178,WI,RACINE BATTEN AP
USW00094822,42.1933,-89.0933,IL,ROCKFORD GTR ROCKFORD AP
USW00094823,40.4847,-80.2144,PA,PITTSBURGH ASOS
USW00094830,41.5869,-83.8053,OH,TOLEDO EXPRESS AP
USW00094846,41.9603,-87.9317,IL,CHICAGO OHARE INTL AP
USW00094847,42.2311,-83.3311,MI,DETROIT METRO AP
USW00094849,45.0717,-83.5644,MI,ALPENA CO RGNL AP
USW00094850,46.5311,-87.5483,MI,MARQUETTE
USW00094853,45.7333,-87.0833,MI,ESCANABA DELTA CO AP
USW00094855,43.9872,-88.5564,WI,OSHKOSH WITTMAN RGNL AP
USW00094860,42.8939,-85.5450,MI,GRAND RAPIDS
USW00094868,41.3833,-79.8667,PA,FRANKLIN
USW00094870,40.0325,-88.2756,IL,CHAMPAIGN URBANA WILLARD AP
USW00094871,42.1289,-86.4153,MI,BENTON HARBOR
USW00094889,42.2239,-83.7397,MI,ANN ARBOR MUNI AP
USW00094892,41.8964,-88.2511,IL,CHICAGO W CHICAGO DUPAGE AP
USW00094893,45.8133,-88.1131,MI,IRON MTN FORD AP
USW00094895,40.2344,-85.3936,IN,MUNCIE DELAWARE CO AP
USW00094897,44.1333,-87.6667,WI,MANITOWOC
USW00094898,44.0217,-82.7931,MI,PORT HOPE
USW00094899,47.4675,-87.8750,MI,COPPER HARBOR
USW00094902,44.3000,-96.8000,SD,BROOKINGS
USW00094908,42.3983,-90.7092,IA,DUBUQUE RGNL AP
USW00094910,42.5544,-92.4014,IA,WATERLOO MUNI AP
USW00094911,42.9167,-97.3859,SD,YANKTON CHAN GURNEY MUNI AP
USW00094927,43.6551,-95.5792,MN,WORTHINGTON MUNI AP
USW00094929,46.5467,-90.9183,WI,ASHLAND KENNEDY MEM AP
USW00094931,47.3803,-92.8325,MN,HIBBING CHISHOLM HIBBING AP
USW00094933,42.5500,-94.1833,IA,FT DODGE OZARK AIRLINES
USW00094938,46.4019,-94.1272,MN,BRAINERD CROW WING CO AP
USW00094940,43.9667,-90.7333,WI,SPARTA FT MCCOY
USW00094943,43.7667,-99.3183,SD,CHAMBERLAIN MUNI AP
USW00094946,41.4367,-99.6386,NE,BROKEN BOW MUNI AP
USW00094948,43.6500,-94.4167,MN,FAIRMONT MUNI AP
USW00094949,40.6003,-98.4264,NE,HASTINGS MUNI AP
USW00094950,43.7742,-98.0383,SD,MITCHELL AP
USW00094951,41.4481,-97.3428,NE,COLUMBUS
USW00094957,40.0792,-95.5892,NE,FALLS CITY BRENNER FLD
USW00094958,41.6233,-98.9489,NE,ORD EVELYN SHARP FLD
USW00094960,45.0622,-93.3511,MN,MINNEAPOLIS CRYSTAL AP
USW00094961,48.7261,-94.6122,MN,BAUDETTE INTL AP
USW00094963,44.8322,-93.4706,MN,MINNEAPOLIS FLYING CLOUD AP
USW00094967,46.8997,-95.0669,MN,PARK RAPIDS MUNI AP
USW00094971,43.4008,-94.7478,IA,ESTHERVILLE MUNI AP
USW00094973,46.0303,-91.4425,WI,HAYWARD MUNI AP
USW00094976,44.4500,-95.8167,MN,MARSHALL RYAN FLD
USW00094978,41.7631,-96.1797,NE,TEKAMAH MUNI AP
USW00094982,41.6117,-90.5808,IA,DAVENPORT
USW00094985,44.6378,-90.1875,WI,MARSHFIELD MUNI AP
USW00094988,42.1106,-92.9164,IA,MARSHALLTOWN MUNI AP
USW00094989,41.9906,-93.6186,IA,AMES MUNI AP
USW00094990,43.3892,-99.8433,SD,WINNER WILEY FLD
USW00094991,40.6306,-93.9006,IA,LAMONI MUNI AP
USW00094992,47.7453,-90.3456,MN,GRAND MARAIS
USW00094993,45.6689,-96.9919,SD,SISSETON MUNI AP
USW00094994,43.1561,-90.6775,WI,BOSCOBEL AP
USW00094995,40.8483,-96.5650,NE,LINCOLN 8 ENE
USW00094996,40.6953,-96.8542,NE,LINCOLN 11 SW
USW00096404,62.7369,-141.2083,AK,TOK 70 SE
USW00096405,60.4731,-145.3542,AK,CORDOVA 14 ESE
USW00096406,64.5014,-154.1297,AK,RUBY 44 ESE
USW00096407,66.5620,-159.0036,AK,SELAWIK 28 E
USW00096408,63.4519,-150.8747,AK,DENALI 27 N
USW00096409,68.6483,-149.3986,AK,TOOLIK LAKE 5 ENE
